year,month,day,hour,ausleihen,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,starttime,rueckgaben1stunde,rueckgaben1woche,rueckgaben2woche,rueckgaben3woche,rueckgaben2,ausleihpredict,rueckgabenpredict
2018,6,6,12,12,0,2,1,21.0,0.0,52.0,2.0,1,2018-06-06 12:00:00,15,7,14,5,12.0,13.15866,13.439332
2018,6,6,13,30,0,2,1,21.0,0.0,54.0,3.0,1,2018-06-06 13:00:00,12,18,17,3,30.0,10.6809635,15.141116
2018,6,6,14,20,0,2,1,20.0,0.0,55.0,3.0,1,2018-06-06 14:00:00,30,15,15,2,20.0,18.976847,19.142267
2018,6,6,15,20,0,2,1,20.0,0.0,57.0,4.0,1,2018-06-06 15:00:00,20,17,25,3,20.0,21.710081,18.592121
2018,6,6,16,16,0,2,1,19.0,0.0,59.0,7.0,1,2018-06-06 16:00:00,20,27,36,7,16.0,18.286236,25.35689
2018,6,6,17,31,0,2,1,19.0,0.0,60.0,9.0,1,2018-06-06 17:00:00,16,66,72,2,66.0,54.287598,46.51401
2018,6,6,18,48,0,2,1,18.0,0.0,62.0,12.0,1,2018-06-06 18:00:00,31,74,60,6,48.0,77.37388,48.318146
2018,6,6,19,28,0,2,1,18.0,0.0,66.0,12.0,1,2018-06-06 19:00:00,48,43,67,7,28.0,46.31182,44.096058
2018,6,6,20,22,0,2,1,17.0,0.1,69.0,12.0,3,2018-06-06 20:00:00,28,28,30,9,22.0,26.83262,23.466797
2018,6,6,21,14,0,2,1,17.0,0.1,73.0,12.0,3,2018-06-06 21:00:00,22,9,18,4,14.0,14.305492,12.275823
2018,6,6,22,11,0,2,1,16.0,0.0,74.0,10.0,3,2018-06-06 22:00:00,14,8,11,1,11.0,8.198667,7.965741
2018,6,6,23,2,0,2,1,16.0,0.1,75.0,9.0,3,2018-06-06 23:00:00,11,5,3,5,5.0,4.204438,4.957839
2018,6,7,5,1,0,3,1,16.0,0.0,74.0,6.0,1,2018-06-07 05:00:00,0,2,1,1,1.0,0.0,1.938189
2018,6,7,6,11,0,3,1,17.0,0.0,73.0,5.0,1,2018-06-07 06:00:00,1,11,14,1,11.0,4.313227,11.083497
2018,6,7,7,36,0,3,1,17.0,0.0,73.0,7.0,1,2018-06-07 07:00:00,11,42,49,6,36.0,18.187002,34.276134
2018,6,7,8,78,0,3,1,17.0,0.0,73.0,9.0,2,2018-06-07 08:00:00,36,77,85,8,78.0,31.535662,60.534573
2018,6,7,9,49,0,3,1,17.0,0.0,73.0,10.0,2,2018-06-07 09:00:00,78,58,60,22,49.0,22.260113,52.952248
2018,6,7,10,17,0,3,1,18.0,0.0,67.0,11.0,2,2018-06-07 10:00:00,49,17,18,3,17.0,16.560724,20.762602
2018,6,7,11,15,0,3,1,20.0,0.0,61.0,12.0,1,2018-06-07 11:00:00,17,5,19,4,15.0,11.487951,13.981718
2018,6,7,12,10,0,3,1,21.0,0.0,55.0,12.0,1,2018-06-07 12:00:00,15,0,20,3,10.0,12.711113,13.622319
2018,6,7,13,9,0,3,1,21.0,0.0,55.0,13.0,1,2018-06-07 13:00:00,10,4,24,15,9.0,12.634432,15.074088
2018,6,7,14,22,0,3,1,21.0,0.0,55.0,14.0,2,2018-06-07 14:00:00,9,7,22,8,22.0,15.320922,14.082595
2018,6,7,15,18,0,3,1,21.0,0.0,55.0,15.0,2,2018-06-07 15:00:00,22,14,23,21,18.0,22.935497,21.160444
2018,6,7,16,24,0,3,1,20.0,0.0,58.0,14.0,2,2018-06-07 16:00:00,18,19,46,25,24.0,25.365091,28.918026
2018,6,7,17,57,0,3,1,20.0,0.0,60.0,13.0,1,2018-06-07 17:00:00,24,29,35,45,57.0,53.302128,38.547653
2018,6,7,18,53,0,3,1,19.0,0.0,63.0,12.0,1,2018-06-07 18:00:00,57,34,63,54,53.0,69.45361,56.359303
2018,6,7,19,42,0,3,1,19.0,0.0,65.0,11.0,1,2018-06-07 19:00:00,53,27,38,32,42.0,52.191086,41.085796
2018,6,7,20,26,0,3,1,18.0,0.0,68.0,11.0,1,2018-06-07 20:00:00,42,18,33,19,26.0,32.85983,28.313848
2018,6,7,21,20,0,3,1,17.0,0.0,71.0,10.0,1,2018-06-07 21:00:00,26,7,19,17,20.0,18.923956,16.898329
2018,6,7,22,4,0,3,1,17.0,0.0,72.0,10.0,1,2018-06-07 22:00:00,20,10,9,15,10.0,12.64792,12.979994
2018,6,7,23,2,0,3,1,17.0,0.0,74.0,10.0,1,2018-06-07 23:00:00,4,2,5,6,5.0,5.844259,4.815513
2018,6,8,0,6,0,4,1,17.0,0.0,75.0,9.0,1,2018-06-08 00:00:00,2,3,8,4,6.0,2.4056861,5.7633924
2018,6,8,6,10,0,4,1,18.0,0.0,73.0,4.0,1,2018-06-08 06:00:00,0,8,14,10,10.0,5.1244106,12.572128
2018,6,8,7,37,0,4,1,20.0,0.0,68.0,5.0,1,2018-06-08 07:00:00,10,23,34,32,37.0,14.783972,30.605993
2018,6,8,8,66,0,4,1,22.0,0.0,64.0,6.0,1,2018-06-08 08:00:00,37,22,60,46,66.0,31.426685,45.154453
2018,6,8,9,75,0,4,1,23.0,0.0,59.0,8.0,1,2018-06-08 09:00:00,66,31,48,36,75.0,20.708223,42.700977
2018,6,8,10,22,0,4,1,24.0,0.0,55.0,7.0,1,2018-06-08 10:00:00,75,19,27,25,22.0,20.714008,33.479374
2018,6,8,11,11,0,4,1,25.0,0.0,51.0,7.0,2,2018-06-08 11:00:00,22,9,33,17,11.0,18.719654,22.540056
2018,6,8,12,31,0,4,1,26.0,0.0,47.0,7.0,2,2018-06-08 12:00:00,11,19,13,13,31.0,16.052155,16.87625
2018,6,8,13,30,0,4,1,26.0,0.0,49.0,8.0,2,2018-06-08 13:00:00,31,20,21,9,30.0,19.48783,23.60192
2018,6,8,14,33,0,4,1,26.0,0.0,51.0,9.0,2,2018-06-08 14:00:00,30,33,36,13,33.0,31.205378,31.41459
2018,6,8,15,42,0,4,1,25.0,0.0,53.0,10.0,2,2018-06-08 15:00:00,33,29,38,15,42.0,31.882143,30.986132
2018,6,8,16,48,0,4,1,25.0,0.0,54.0,9.0,2,2018-06-08 16:00:00,42,47,47,23,48.0,44.23482,42.58106
2018,6,8,17,59,0,4,1,25.0,0.0,56.0,9.0,1,2018-06-08 17:00:00,48,41,46,55,59.0,60.52652,52.074024
2018,6,8,18,63,0,4,1,25.0,0.0,57.0,8.0,1,2018-06-08 18:00:00,59,51,50,39,63.0,59.75834,53.286346
2018,6,8,19,40,0,4,1,24.0,0.0,61.0,9.0,1,2018-06-08 19:00:00,63,35,29,25,40.0,46.854805,41.638447
2018,6,8,20,37,0,4,1,23.0,0.1,66.0,11.0,3,2018-06-08 20:00:00,40,15,25,7,37.0,27.293688,23.260979
2018,6,8,21,21,0,4,1,22.0,0.1,71.0,12.0,3,2018-06-08 21:00:00,37,19,20,8,21.0,20.497015,20.972067
2018,6,8,22,13,0,4,1,21.0,0.0,73.0,11.0,3,2018-06-08 22:00:00,21,9,10,4,13.0,13.038327,11.630941
2018,6,8,23,8,0,4,1,21.0,0.1,75.0,9.0,3,2018-06-08 23:00:00,13,7,3,5,8.0,6.0878863,7.21067
2018,6,9,0,10,0,5,0,21.0,0.1,77.0,8.0,3,2018-06-09 00:00:00,8,4,1,1,10.0,6.2647915,5.052309
2018,6,9,1,2,0,5,0,20.0,0.1,78.0,8.0,3,2018-06-09 01:00:00,10,0,6,3,4.5,3.93609,6.6357994
2018,6,9,9,15,0,5,0,24.0,0.0,46.0,9.0,1,2018-06-09 09:00:00,12,12,19,1,15.0,12.140694,14.963828
2018,6,9,10,19,0,5,0,25.0,0.0,45.0,7.0,1,2018-06-09 10:00:00,15,22,16,4,19.0,18.353235,16.205957
2018,6,9,11,32,0,5,0,27.0,0.0,43.0,6.0,1,2018-06-09 11:00:00,19,54,25,1,32.0,0.0,30.917482
2018,6,9,12,45,0,5,0,28.0,0.0,41.0,4.0,1,2018-06-09 12:00:00,32,41,26,2,45.0,32.350346,32.100647
2018,6,9,13,60,0,5,0,27.0,0.0,42.0,5.0,1,2018-06-09 13:00:00,45,50,31,1,60.0,39.409294,38.70985
2018,6,9,14,59,0,5,0,27.0,0.0,43.0,5.0,1,2018-06-09 14:00:00,60,57,50,4,59.0,49.81853,50.11002
2018,6,9,15,41,0,5,0,26.0,0.0,44.0,6.0,1,2018-06-09 15:00:00,59,57,41,9,41.0,52.1551,47.661922
2018,6,9,16,71,0,5,0,25.0,0.0,46.0,5.0,1,2018-06-09 16:00:00,41,37,27,5,71.0,30.42399,33.61355
2018,6,9,17,45,0,5,0,25.0,0.0,48.0,4.0,1,2018-06-09 17:00:00,71,44,37,11,45.0,52.55914,50.006348
2018,6,9,18,42,0,5,0,24.0,0.0,50.0,3.0,1,2018-06-09 18:00:00,45,28,34,6,42.0,35.556213,35.390747
2018,6,9,19,40,0,5,0,23.0,0.0,52.0,3.0,1,2018-06-09 19:00:00,42,34,29,7,40.0,30.392015,31.876665
2018,6,9,20,20,0,5,0,22.0,0.0,54.0,3.0,1,2018-06-09 20:00:00,40,12,9,9,20.0,19.68866,19.867662
2018,6,9,21,14,0,5,0,21.0,0.0,56.0,2.0,1,2018-06-09 21:00:00,20,29,15,5,14.0,20.766836,19.18727
2018,6,9,22,8,0,5,0,21.0,0.0,56.0,3.0,1,2018-06-09 22:00:00,14,8,5,2,8.0,10.023692,9.54834
2018,6,9,23,7,0,5,0,20.0,0.0,57.0,3.0,2,2018-06-09 23:00:00,8,5,4,2,7.0,6.0331383,6.385491
2018,6,10,0,9,0,6,0,20.0,0.0,57.0,4.0,2,2018-06-10 00:00:00,7,0,2,3,9.0,3.9163477,4.560554
2018,6,10,2,1,0,6,0,20.0,0.0,56.0,7.0,1,2018-06-10 02:00:00,4,0,2,1,1.0,0.0,2.6374736
2018,6,10,9,9,0,6,0,20.0,0.4,53.0,10.0,3,2018-06-10 09:00:00,4,9,2,4,9.0,0.0,6.5140634
2018,6,10,10,20,0,6,0,19.0,0.2,55.0,8.0,3,2018-06-10 10:00:00,9,22,1,18,20.0,10.359393,13.336191
2018,6,10,11,31,0,6,0,19.0,0.9,56.0,5.0,3,2018-06-10 11:00:00,20,27,5,32,31.0,21.650915,22.990938
2018,6,10,12,31,0,6,0,19.0,1.2,58.0,3.0,3,2018-06-10 12:00:00,31,21,2,43,31.0,21.040663,26.479277
2018,6,10,13,27,0,6,0,19.0,0.6,57.0,4.0,3,2018-06-10 13:00:00,31,32,8,37,27.0,28.519241,29.118757
2018,6,10,14,12,0,6,0,19.0,0.2,56.0,5.0,3,2018-06-10 14:00:00,27,20,4,40,12.0,24.987322,25.553152
2018,6,10,15,26,0,6,0,20.0,0.3,56.0,7.0,3,2018-06-10 15:00:00,12,23,12,26,26.0,22.484638,20.274435
2018,6,10,16,18,0,6,0,19.0,0.2,57.0,5.0,3,2018-06-10 16:00:00,26,22,17,54,18.0,31.076923,33.174664
2018,6,10,17,13,0,6,0,19.0,0.5,58.0,3.0,3,2018-06-10 17:00:00,18,21,16,47,13.0,28.278028,30.343803
2018,6,10,18,14,0,6,0,19.0,0.6,59.0,1.0,3,2018-06-10 18:00:00,13,29,16,32,29.0,27.194891,25.757399
2018,6,10,19,20,0,6,0,18.0,0.3,60.0,2.0,3,2018-06-10 19:00:00,14,29,8,46,20.0,28.101599,26.896181
2018,6,10,20,6,0,6,0,18.0,0.2,61.0,3.0,3,2018-06-10 20:00:00,20,5,16,27,16.0,13.834717,16.60988
2018,6,10,21,3,0,6,0,17.0,0.3,62.0,4.0,3,2018-06-10 21:00:00,6,1,10,19,10.0,12.8479,10.066741
2018,6,10,22,4,0,6,0,17.0,0.1,64.0,4.0,3,2018-06-10 22:00:00,3,3,1,5,4.0,4.571856,3.2776313
2018,6,11,6,10,0,0,1,17.0,0.5,61.0,6.0,3,2018-06-11 06:00:00,0,1,1,17,10.0,3.8859093,8.705716
2018,6,11,8,67,0,0,1,19.0,0.0,50.0,11.0,1,2018-06-11 08:00:00,30,38,6,98,67.0,25.73167,50.919994
2018,6,11,9,48,0,0,1,20.0,0.0,44.0,14.0,1,2018-06-11 09:00:00,67,39,7,67,48.0,21.27255,41.19409
2018,6,11,10,19,0,0,1,20.0,0.0,42.0,13.0,1,2018-06-11 10:00:00,48,12,22,23,19.0,14.542375,23.167288
2018,6,11,11,16,0,0,1,21.0,0.0,41.0,11.0,1,2018-06-11 11:00:00,19,6,23,23,16.0,17.337172,19.821852
2018,6,11,12,27,0,0,1,22.0,0.0,39.0,10.0,1,2018-06-11 12:00:00,16,17,26,19,27.0,20.094946,21.684225
2018,6,11,13,17,0,0,1,22.0,0.0,40.0,11.0,1,2018-06-11 13:00:00,27,14,30,18,17.0,21.195955,24.67633
2018,6,11,14,32,0,0,1,22.0,0.0,41.0,13.0,1,2018-06-11 14:00:00,17,31,33,21,32.0,24.618496,28.034208
2018,6,11,15,28,0,0,1,22.0,0.0,42.0,14.0,1,2018-06-11 15:00:00,32,14,22,26,28.0,21.129347,24.721186
2018,6,11,16,44,0,0,1,21.0,0.0,45.0,14.0,1,2018-06-11 16:00:00,28,23,19,34,44.0,25.916553,27.803713
2018,6,11,17,44,0,0,1,20.0,0.0,48.0,13.0,1,2018-06-11 17:00:00,44,50,24,52,44.0,58.32248,47.81667
2018,6,11,18,56,0,0,1,19.0,0.0,51.0,12.0,1,2018-06-11 18:00:00,44,56,36,83,56.0,87.11093,61.27226
2018,6,11,19,22,0,0,1,19.0,0.0,52.0,12.0,1,2018-06-11 19:00:00,56,41,26,52,22.0,61.754013,47.98453
2018,6,11,20,36,0,0,1,19.0,0.0,54.0,12.0,1,2018-06-11 20:00:00,22,21,8,28,36.0,26.666355,20.712206
2018,6,11,21,14,0,0,1,19.0,0.0,56.0,11.0,1,2018-06-11 21:00:00,36,19,22,18,14.0,23.473349,23.27097
2018,6,11,22,5,0,0,1,18.0,0.0,58.0,9.0,1,2018-06-11 22:00:00,14,9,2,7,5.0,9.736265,8.865863
2018,6,11,23,4,0,0,1,18.0,0.0,59.0,8.0,1,2018-06-11 23:00:00,5,3,5,2,4.0,3.597691,4.4615645
2018,6,12,5,3,0,1,1,16.0,0.0,64.0,4.0,1,2018-06-12 05:00:00,0,2,5,4,3.0,2.83195,4.5262513
2018,6,12,6,23,0,1,1,17.0,0.0,64.0,4.0,1,2018-06-12 06:00:00,3,16,17,17,23.0,10.161028,17.893843
2018,6,12,7,37,0,1,1,18.0,0.0,58.0,6.0,1,2018-06-12 07:00:00,23,39,32,42,37.0,21.155247,38.126675
2018,6,12,8,94,0,1,1,19.0,0.0,52.0,9.0,1,2018-06-12 08:00:00,37,99,104,100,94.0,33.577606,97.73322
2018,6,12,9,67,0,1,1,21.0,0.0,46.0,11.0,1,2018-06-12 09:00:00,94,63,33,60,67.0,24.751722,56.00199
2018,6,12,10,18,0,1,1,21.0,0.0,46.0,13.0,1,2018-06-12 10:00:00,67,14,11,17,18.0,17.101892,25.13333
2018,6,12,11,9,0,1,1,22.0,0.0,45.0,15.0,1,2018-06-12 11:00:00,18,19,13,7,9.0,14.287163,16.986744
2018,6,12,12,17,0,1,1,22.0,0.0,45.0,17.0,1,2018-06-12 12:00:00,9,18,18,14,17.0,15.087778,17.250973
2018,6,12,13,21,0,1,1,22.0,0.0,43.0,19.0,1,2018-06-12 13:00:00,17,8,15,6,21.0,16.305573,15.272173
2018,6,12,14,16,0,1,1,22.0,0.0,42.0,21.0,1,2018-06-12 14:00:00,21,11,11,10,16.0,14.195659,16.216845
2018,6,12,15,32,0,1,1,23.0,0.0,40.0,23.0,1,2018-06-12 15:00:00,16,22,10,4,32.0,15.139082,15.577407
2018,6,12,16,19,0,1,1,22.0,0.0,43.0,21.0,1,2018-06-12 16:00:00,32,26,14,6,19.0,20.147764,23.264116
2018,6,12,17,55,0,1,1,21.0,0.0,46.0,20.0,1,2018-06-12 17:00:00,19,41,50,13,55.0,51.483437,36.500668
2018,6,12,18,57,0,1,1,21.0,0.0,49.0,18.0,1,2018-06-12 18:00:00,55,59,67,26,57.0,77.603096,57.421047
2018,6,12,19,41,0,1,1,20.0,0.0,54.0,18.0,1,2018-06-12 19:00:00,57,47,59,18,41.0,61.79301,48.428837
2018,6,12,20,23,0,1,1,19.0,0.0,59.0,18.0,1,2018-06-12 20:00:00,41,26,46,14,23.0,38.86469,32.822777
2018,6,12,21,23,0,1,1,19.0,0.0,63.0,17.0,1,2018-06-12 21:00:00,23,16,9,14,23.0,20.709734,16.392996
2018,6,12,22,17,0,1,1,18.0,0.0,67.0,16.0,1,2018-06-12 22:00:00,23,13,9,2,17.0,13.825757,12.810169
2018,6,12,23,3,0,1,1,18.0,0.0,71.0,14.0,1,2018-06-12 23:00:00,17,7,7,2,7.0,10.0525055,9.463188
2018,6,13,0,3,0,2,1,18.0,0.0,75.0,12.0,1,2018-06-13 00:00:00,3,2,1,1,3.0,0.0,1.7254874
2018,6,13,5,1,0,2,1,19.0,0.0,80.0,11.0,2,2018-06-13 05:00:00,0,0,1,1,1.0,2.1051512,0.889762
2018,6,13,6,11,0,2,1,19.0,0.0,81.0,10.0,2,2018-06-13 06:00:00,1,11,11,9,11.0,5.5426273,11.688224
2018,6,13,7,29,0,2,1,20.0,0.0,78.0,12.0,2,2018-06-13 07:00:00,11,43,50,28,29.0,21.115345,40.045536
2018,6,13,8,64,0,2,1,21.0,0.1,76.0,13.0,3,2018-06-13 08:00:00,29,77,70,99,64.0,34.04094,77.596725
2018,6,13,9,50,0,2,1,22.0,0.1,74.0,15.0,3,2018-06-13 09:00:00,64,58,58,73,50.0,21.495277,60.7898
2018,6,13,10,12,0,2,1,23.0,0.0,71.0,13.0,3,2018-06-13 10:00:00,50,21,21,15,12.0,15.719533,23.246172
2018,6,13,11,16,0,2,1,24.0,0.1,68.0,11.0,3,2018-06-13 11:00:00,12,15,14,10,16.0,13.763796,14.157786
2018,6,13,12,11,0,2,1,25.0,0.1,66.0,9.0,3,2018-06-13 12:00:00,16,12,7,14,11.0,12.511251,14.192317
2018,6,13,13,10,0,2,1,24.0,0.1,69.0,11.0,3,2018-06-13 13:00:00,11,30,18,17,10.0,15.873995,21.230545
2018,6,13,14,8,0,2,1,24.0,0.7,71.0,13.0,3,2018-06-13 14:00:00,10,20,15,15,8.0,17.927126,16.612272
2018,6,13,15,15,0,2,1,23.0,0.9,74.0,15.0,3,2018-06-13 15:00:00,8,20,17,25,15.0,19.797037,19.381557
2018,6,13,16,13,0,2,1,23.0,0.4,75.0,14.0,3,2018-06-13 16:00:00,15,16,27,36,27.0,18.985785,25.370512
2018,6,13,17,29,0,2,1,24.0,0.7,75.0,13.0,3,2018-06-13 17:00:00,13,31,66,72,66.0,63.18121,51.88316
2018,6,13,18,39,0,2,1,24.0,0.9,76.0,11.0,3,2018-06-13 18:00:00,29,48,74,60,39.0,89.84326,57.6347
2018,6,13,19,38,0,2,1,23.0,0.4,79.0,14.0,3,2018-06-13 19:00:00,39,28,43,67,38.0,46.980762,44.369736
2018,6,13,20,21,0,2,1,23.0,0.2,83.0,16.0,3,2018-06-13 20:00:00,38,22,28,30,21.0,31.481615,28.032064
2018,6,13,21,16,0,2,1,22.0,0.3,87.0,19.0,3,2018-06-13 21:00:00,21,14,9,18,16.0,15.243895,13.827022
2018,6,13,22,8,0,2,1,22.0,0.1,85.0,18.0,3,2018-06-13 22:00:00,16,11,8,11,8.0,10.72271,10.327153
2018,6,13,23,2,0,2,1,22.0,0.5,83.0,16.0,3,2018-06-13 23:00:00,8,2,5,3,2.0,2.8849134,3.775135
2018,6,14,5,1,0,3,1,20.0,0.0,54.0,19.0,1,2018-06-14 05:00:00,0,1,2,1,1.0,2.4941225,2.1604254
2018,6,14,6,17,0,3,1,20.0,0.0,50.0,18.0,1,2018-06-14 06:00:00,1,11,11,14,17.0,6.7136807,13.319318
2018,6,14,7,29,0,3,1,21.0,0.0,46.0,20.0,1,2018-06-14 07:00:00,17,36,42,49,29.0,20.822594,41.241566
2018,6,14,8,87,0,3,1,23.0,0.0,42.0,21.0,1,2018-06-14 08:00:00,29,78,77,85,87.0,36.94514,76.530045
2018,6,14,9,63,0,3,1,24.0,0.0,39.0,22.0,1,2018-06-14 09:00:00,87,49,58,60,63.0,23.109367,56.620045
2018,6,14,10,16,0,3,1,25.0,0.0,37.0,22.0,1,2018-06-14 10:00:00,63,17,17,18,16.0,19.401217,26.271553
2018,6,14,11,12,0,3,1,26.0,0.0,35.0,23.0,1,2018-06-14 11:00:00,16,15,5,19,12.0,12.675972,15.319665
2018,6,14,13,19,0,3,1,27.0,0.0,34.0,23.0,1,2018-06-14 13:00:00,20,9,4,24,19.0,13.799602,16.560156
2018,6,14,14,28,0,3,1,27.0,0.0,35.0,24.0,1,2018-06-14 14:00:00,19,22,7,22,28.0,21.674923,20.10667
2018,6,14,15,30,0,3,1,27.0,0.0,36.0,24.0,1,2018-06-14 15:00:00,28,18,14,23,30.0,25.02888,23.13709
2018,6,14,16,31,0,3,1,26.0,0.0,39.0,22.0,1,2018-06-14 16:00:00,30,24,19,46,31.0,29.89924,31.583755
2018,6,14,17,48,0,3,1,25.0,0.0,42.0,20.0,1,2018-06-14 17:00:00,31,57,29,35,48.0,57.89445,42.767986
2018,6,14,18,56,0,3,1,24.0,0.0,45.0,17.0,1,2018-06-14 18:00:00,48,53,34,63,56.0,84.58987,57.41878
2018,6,14,19,52,0,3,1,23.0,0.0,47.0,18.0,1,2018-06-14 19:00:00,56,42,27,38,52.0,53.50488,43.62009
2018,6,14,20,46,0,3,1,22.0,0.0,50.0,19.0,1,2018-06-14 20:00:00,52,26,18,33,46.0,31.518524,31.444605
2018,6,14,21,29,0,3,1,21.0,0.0,53.0,19.0,1,2018-06-14 21:00:00,46,20,7,19,29.0,23.564505,23.107922
2018,6,14,22,13,0,3,1,20.0,0.0,55.0,18.0,1,2018-06-14 22:00:00,29,4,10,9,13.0,15.6015415,13.984435
2018,6,14,23,2,0,3,1,20.0,0.0,57.0,17.0,1,2018-06-14 23:00:00,13,2,2,5,2.0,6.3191557,6.1979165
2018,6,15,0,4,0,4,1,19.0,0.0,59.0,15.0,1,2018-06-15 00:00:00,2,6,3,8,4.0,3.0580142,6.338831
2018,6,15,6,8,0,4,1,18.0,0.0,60.0,16.0,1,2018-06-15 06:00:00,1,10,8,14,8.0,4.498478,12.642488
2018,6,15,7,30,0,4,1,19.0,0.0,58.0,16.0,1,2018-06-15 07:00:00,8,37,23,34,30.0,15.141524,31.88074
2018,6,15,8,63,0,4,1,20.0,0.0,56.0,17.0,1,2018-06-15 08:00:00,30,66,22,60,63.0,31.64323,50.376835
2018,6,15,9,62,0,4,1,21.0,0.0,54.0,17.0,1,2018-06-15 09:00:00,63,75,31,48,62.0,20.300508,52.32845
2018,6,15,10,29,0,4,1,21.0,0.0,52.0,15.0,1,2018-06-15 10:00:00,62,22,19,27,29.0,16.289968,28.706402
2018,6,15,11,9,0,4,1,22.0,0.0,50.0,12.0,2,2018-06-15 11:00:00,29,11,9,33,9.0,20.24976,22.953823
2018,6,15,12,23,0,4,1,23.0,0.0,48.0,10.0,2,2018-06-15 12:00:00,9,31,19,13,23.0,16.894777,21.744947
2018,6,15,13,36,0,4,1,23.0,0.0,49.0,9.0,2,2018-06-15 13:00:00,23,30,20,21,36.0,24.883177,25.358969
2018,6,15,14,25,0,4,1,23.0,0.0,50.0,8.0,1,2018-06-15 14:00:00,36,33,33,36,25.0,34.189697,35.49084
2018,6,15,15,41,0,4,1,23.0,0.0,51.0,6.0,1,2018-06-15 15:00:00,25,42,29,38,41.0,36.82708,34.41942
2018,6,15,16,42,0,4,1,23.0,0.0,52.0,5.0,1,2018-06-15 16:00:00,41,48,47,47,42.0,46.216454,45.60764
2018,6,15,17,39,0,4,1,23.0,0.0,53.0,4.0,1,2018-06-15 17:00:00,42,59,41,46,39.0,70.03279,52.866985
2018,6,15,18,59,0,4,1,22.0,0.0,54.0,3.0,1,2018-06-15 18:00:00,39,63,51,50,59.0,74.82541,54.973736
2018,6,15,19,43,0,4,1,22.0,0.0,57.0,5.0,1,2018-06-15 19:00:00,59,40,35,29,43.0,38.723526,41.240604
2018,6,15,20,29,0,4,1,21.0,0.0,59.0,6.0,1,2018-06-15 20:00:00,43,37,15,25,29.0,34.52572,30.863386
2018,6,15,21,15,0,4,1,21.0,0.0,61.0,7.0,1,2018-06-15 21:00:00,29,21,19,20,15.0,20.486748,21.098248
2018,6,15,22,14,0,4,1,20.0,0.0,63.0,8.0,1,2018-06-15 22:00:00,15,13,9,10,14.0,11.351177,11.795665
2018,6,15,23,7,0,4,1,20.0,0.0,65.0,8.0,1,2018-06-15 23:00:00,14,8,7,3,7.0,9.374204,9.193352
2018,6,16,0,4,0,5,0,19.0,0.0,66.0,9.0,1,2018-06-16 00:00:00,7,10,4,1,4.0,6.32477,7.2471952
2018,6,16,8,13,0,5,0,23.0,0.0,49.0,8.0,1,2018-06-16 08:00:00,2,12,15,13,13.0,10.911757,15.642852
2018,6,16,9,10,0,5,0,25.0,0.0,43.0,7.0,1,2018-06-16 09:00:00,13,15,12,19,10.0,13.100983,16.563663
2018,6,16,10,34,0,5,0,26.0,0.0,41.0,7.0,1,2018-06-16 10:00:00,10,19,22,16,34.0,21.298239,17.941816
2018,6,16,11,49,0,5,0,28.0,0.0,39.0,6.0,1,2018-06-16 11:00:00,34,32,54,25,49.0,29.550882,39.114037
2018,6,16,12,43,0,5,0,29.0,0.0,36.0,5.0,1,2018-06-16 12:00:00,49,45,41,26,43.0,43.012386,44.746113
2018,6,16,13,30,0,5,0,29.0,0.0,36.0,6.0,1,2018-06-16 13:00:00,43,60,50,31,30.0,49.872402,49.17341
2018,6,16,14,54,0,5,0,29.0,0.0,36.0,6.0,1,2018-06-16 14:00:00,30,59,57,50,54.0,52.756042,51.451015
2018,6,16,15,30,0,5,0,29.0,0.0,36.0,6.0,1,2018-06-16 15:00:00,54,41,57,41,30.0,51.96745,50.30036
2018,6,16,16,32,0,5,0,28.0,0.0,39.0,7.0,1,2018-06-16 16:00:00,30,71,37,27,32.0,41.79558,44.741566
2018,6,16,17,42,0,5,0,27.0,0.0,41.0,9.0,1,2018-06-16 17:00:00,32,45,44,37,42.0,47.96583,43.170296
2018,6,16,18,43,0,5,0,26.0,0.0,44.0,10.0,1,2018-06-16 18:00:00,42,42,28,34,43.0,47.929394,41.78845
2018,6,16,19,41,0,5,0,26.0,0.0,47.0,10.0,1,2018-06-16 19:00:00,43,40,34,29,41.0,34.71052,37.392586
2018,6,16,20,32,0,5,0,25.0,0.0,49.0,9.0,1,2018-06-16 20:00:00,41,20,12,9,32.0,22.360163,22.907143
2018,6,16,21,17,0,5,0,24.0,0.0,52.0,9.0,1,2018-06-16 21:00:00,32,14,29,15,17.0,27.104069,24.598932
2018,6,16,22,20,0,5,0,24.0,0.0,54.0,8.0,1,2018-06-16 22:00:00,17,8,8,5,20.0,10.351547,11.307065
2018,6,16,23,10,0,5,0,24.0,0.0,56.0,7.0,1,2018-06-16 23:00:00,20,7,5,4,10.0,9.132962,11.238259
2018,6,17,9,16,0,6,0,30.0,0.0,41.0,1.0,1,2018-06-17 09:00:00,10,9,9,2,16.0,0.0,9.698044
2018,6,17,10,39,0,6,0,31.0,0.0,39.0,3.0,1,2018-06-17 10:00:00,16,20,22,1,39.0,16.668589,16.80295
2018,6,17,11,33,0,6,0,32.0,0.0,36.0,4.0,1,2018-06-17 11:00:00,39,31,27,5,33.0,21.061262,29.964289
2018,6,17,12,45,0,6,0,32.0,0.0,34.0,6.0,1,2018-06-17 12:00:00,33,31,21,2,45.0,25.90846,27.876455
