year,day,month,start station,start station latitude,start station longitude,anzahl,precipMM,humidity,tempC,day1anzahl,dayofweek
2019,1,5,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,61,0.02631578947368421,72.0,11.631578947368421,0.0,2.0
2019,1,5,Astoria Park S & Shore Blvd,40.7767,-73.927631,14,0.0125,70.375,11.625,0.0,2.0
2019,1,5,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,31,0.0,71.14285714285714,11.857142857142858,0.0,2.0
2019,1,5,Atlantic Ave & Furman St,40.69165183,-73.9999786,56,0.02,70.73333333333333,12.066666666666666,0.0,2.0
2019,1,5,Avenue C & E 18 St,40.730563,-73.973984,80,0.011764705882352941,70.47058823529412,11.823529411764707,0.0,2.0
2019,1,5,Avenue D & E 12 St,40.72580614,-73.97422494,48,0.0071428571428571435,69.14285714285714,12.0,0.0,2.0
2019,1,5,Avenue D & E 3 St,40.72082834,-73.97793172,84,0.027777777777777776,71.05555555555556,11.722222222222221,0.0,2.0
2019,1,5,Avenue D & E 8 St,40.72368361,-73.97574813,68,0.005555555555555556,70.61111111111111,11.833333333333334,0.0,2.0
2019,1,5,Baltic St & 5 Ave,40.6795766,-73.97854971,44,0.02142857142857143,69.42857142857143,12.214285714285714,0.0,2.0
2019,1,5,Bank St & Hudson St,40.73652889,-74.00618026,135,0.025,71.25,11.75,0.0,2.0
2019,1,5,Bank St & Washington St,40.7361967,-74.00859207,90,0.02,70.85,11.75,0.0,2.0
2019,1,5,Banker St & Meserole Ave,40.72606,-73.95621,37,0.014285714285714287,71.5,11.785714285714286,0.0,2.0
2019,1,5,Barclay St & Church St,40.71291224,-74.01020234,143,0.011111111111111112,70.88888888888889,11.777777777777779,0.0,2.0
2019,1,5,Barrow St & Hudson St,40.73172428,-74.00674436,189,0.018181818181818184,71.04545454545455,11.727272727272727,0.0,2.0
2019,1,5,Bayard St & Baxter St,40.71602118,-73.99974372,96,0.016666666666666666,70.61111111111111,11.944444444444445,0.0,2.0
2019,1,5,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,28,0.028571428571428574,72.14285714285714,11.714285714285714,0.0,2.0
2019,1,5,Bedford Ave & Bergen St,40.676368,-73.952918,27,0.0071428571428571435,71.0,11.785714285714286,0.0,2.0
2019,1,5,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,68,0.022222222222222223,71.05555555555556,11.88888888888889,0.0,2.0
2019,1,5,Bedford Ave & S 9 St,40.70853074,-73.96408963,17,0.0,68.66666666666667,12.0,0.0,2.0
2019,1,5,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,43,0.023529411764705882,70.41176470588235,11.941176470588236,0.0,2.0
2019,1,5,Bergen St & Smith St,40.6867443,-73.99063168,109,0.005555555555555556,70.55555555555556,11.833333333333334,0.0,2.0
2019,1,5,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,26,0.03076923076923077,72.84615384615384,11.615384615384615,0.0,2.0
2019,1,5,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,32,0.008333333333333333,69.91666666666667,11.916666666666666,0.0,2.0
2019,1,5,Berkeley Pl & 7 Ave,40.675146838709786,-73.97523209452629,54,0.00625,70.125,11.9375,0.0,2.0
2019,1,5,Berry St & N 8 St,40.7190095,-73.95852515,89,0.015789473684210527,70.63157894736842,11.894736842105264,0.0,2.0
2019,1,5,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,61,0.0125,70.6875,11.8125,0.0,2.0
2019,1,5,Boerum St & Broadway,40.70538077,-73.94976519,23,0.007692307692307693,70.6923076923077,11.692307692307692,0.0,2.0
2019,1,5,Bond St & Bergen St,40.6849668,-73.98620772,50,0.0,70.0,12.0,0.0,2.0
2019,1,5,Bond St & Fulton St,40.68962188790333,-73.98304268717766,58,0.01875,71.8125,11.75,0.0,2.0
2019,1,5,Broad St & Bridge St,40.70365182,-74.01167797,27,0.0,68.66666666666667,12.333333333333334,0.0,2.0
2019,1,5,Broadway & 12 St,40.7668,-73.9347774,14,0.0,70.57142857142857,11.857142857142858,0.0,2.0
2019,1,5,Broadway & Battery Pl,40.70463334,-74.01361706,160,0.0058823529411764705,70.58823529411765,11.882352941176471,0.0,2.0
2019,1,5,Broadway & Berry St,40.71044554,-73.96525063,66,0.014285714285714287,71.07142857142857,11.571428571428571,0.0,2.0
2019,1,5,Broadway & E 14 St,40.73454567,-73.99074142,490,0.020833333333333332,71.375,11.583333333333334,0.0,2.0
2019,1,5,Broadway & E 22 St,40.7403432,-73.98955109,429,0.021052631578947368,71.0,11.842105263157896,0.0,2.0
2019,1,5,Broadway & Moylan Pl,40.8143256,-73.9590255,34,0.0,70.83333333333333,11.666666666666666,0.0,2.0
