year,month,day,ausleihen,subs,subrate,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph
2016,8,8,434,350,0.8214880865753299,0.0,0.0,1.0,25.45,0.0,63.55,6.7
2016,8,9,433,352,0.8099663633498221,0.0,1.0,1.0,26.047619047619047,0.0,66.71428571428571,11.428571428571429
2016,8,10,366,300,0.81777986128855,0.0,2.0,1.0,26.095238095238095,2.642857142857143,83.14285714285714,12.80952380952381
2016,8,11,305,247,0.8210784270768791,0.0,3.0,1.0,27.65,1.3599999999999999,80.95,10.2
2016,8,12,292,226,0.7849118042190798,0.0,4.0,1.0,28.181818181818183,0.9636363636363636,78.86363636363636,12.954545454545455
2016,8,13,337,203,0.6707913769090096,0.0,5.0,0.0,28.714285714285715,1.7333333333333332,79.76190476190476,10.952380952380953
2016,8,14,254,178,0.7538127733251572,0.0,6.0,0.0,28.666666666666668,0.1111111111111111,74.72222222222223,13.11111111111111
2016,8,15,333,275,0.7775287024896582,0.0,0.0,1.0,28.25,0.0,69.5,5.7
2016,8,16,339,280,0.866414135846147,0.0,1.0,1.0,27.454545454545453,0.2727272727272727,77.0,13.909090909090908
2016,8,17,405,322,0.7975956548064453,0.0,2.0,1.0,26.476190476190474,0.01904761904761905,64.95238095238095,14.523809523809524
2016,8,18,379,314,0.7837804467196516,0.0,3.0,1.0,25.40909090909091,0.17727272727272728,73.36363636363636,5.954545454545454
2016,8,19,415,309,0.7343032430726175,0.0,4.0,1.0,26.0,0.1590909090909091,72.4090909090909,8.272727272727273
2016,8,20,418,239,0.6333244090728274,0.0,5.0,0.0,26.41176470588235,0.14705882352941177,70.58823529411765,13.117647058823529
2016,8,21,339,220,0.6924669706471177,0.0,6.0,0.0,25.8,0.9550000000000001,78.1,18.15
2016,8,22,409,354,0.8571673495586538,0.0,0.0,1.0,22.0,0.3772727272727273,59.72727272727273,20.772727272727273
2016,8,23,484,398,0.858361017572974,0.0,1.0,1.0,24.75,0.0,53.95,8.35
2016,8,24,436,359,0.8122383395023242,0.0,2.0,1.0,25.35,0.0,63.5,12.75
2016,8,25,363,302,0.8303270289067092,0.0,3.0,1.0,24.285714285714285,0.0,75.80952380952381,14.857142857142858
2016,8,26,456,325,0.736686363903817,0.0,4.0,1.0,27.4,0.375,69.05,13.15
2016,8,27,438,277,0.6324849040296412,0.0,5.0,0.0,26.428571428571427,0.0,61.333333333333336,9.761904761904763
2016,8,28,467,275,0.6210782802068614,0.0,6.0,0.0,25.428571428571427,0.0,67.28571428571429,10.333333333333334
