hour,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,year,month,day,weekday,holidays,workday,rueckgaben,ausleihen
13,8,0.0,52,36,Sunny,2015,4,4,5,0,0,17,10
14,8,0.0,51,35,Sunny,2015,4,4,5,0,0,11,18
15,8,0.0,51,34,Sunny,2015,4,4,5,0,0,12,11
16,7,0.0,57,28,Sunny,2015,4,4,5,0,0,9,6
17,6,0.0,62,23,Sunny,2015,4,4,5,0,0,17,15
18,5,0.0,67,18,Clear,2015,4,4,5,0,0,15,10
19,5,0.0,71,16,Clear,2015,4,4,5,0,0,1,3
20,5,0.0,74,14,Clear,2015,4,4,5,0,0,8,5
21,5,0.0,78,12,Clear,2015,4,4,5,0,0,3,1
22,4,0.0,78,10,Clear,2015,4,4,5,0,0,1,0
23,4,0.0,79,9,Clear,2015,4,4,5,0,0,0,0
0,3,0.0,79,7,Clear,2015,4,5,6,0,0,3,0
1,3,0.0,79,10,Clear,2015,4,5,6,0,0,2,3
2,3,0.0,78,12,Clear,2015,4,5,6,0,0,0,0
3,3,0.0,77,15,Clear,2015,4,5,6,0,0,1,0
4,3,0.0,76,14,Clear,2015,4,5,6,0,0,0,0
5,4,0.0,75,14,Clear,2015,4,5,6,0,0,0,0
6,4,0.0,74,13,Sunny,2015,4,5,6,0,0,0,0
7,6,0.0,69,15,Sunny,2015,4,5,6,0,0,0,0
8,7,0.0,64,16,Sunny,2015,4,5,6,0,0,1,2
9,9,0.0,60,18,Sunny,2015,4,5,6,0,0,4,7
10,10,0.0,59,19,Sunny,2015,4,5,6,0,0,7,5
11,10,0.0,59,20,Cloudy,2015,4,5,6,0,0,9,11
12,11,0.0,59,21,Cloudy,2015,4,5,6,0,0,9,7
13,11,0.0,61,21,Cloudy,2015,4,5,6,0,0,15,16
14,11,0.2,64,22,Light rain shower,2015,4,5,6,0,0,17,16
15,11,0.3,66,22,Light rain shower,2015,4,5,6,0,0,10,8
16,10,0.2,73,15,Light rain shower,2015,4,5,6,0,0,12,9
17,9,0.8,81,9,Light rain,2015,4,5,6,0,0,7,10
18,8,1.0,89,3,Light rain,2015,4,5,6,0,0,11,11
19,8,0.5,89,4,Light rain,2015,4,5,6,0,0,12,15
20,8,0.5,89,5,Patchy rain possible,2015,4,5,6,0,0,8,8
21,8,0.6,89,6,Patchy rain possible,2015,4,5,6,0,0,2,1
22,7,0.3,90,8,Patchy rain possible,2015,4,5,6,0,0,1,1
23,6,0.5,92,9,Patchy rain possible,2015,4,5,6,0,0,1,0
0,6,1.0,93,10,Patchy rain possible,2015,4,6,0,0,1,0,0
1,6,0.5,93,9,Patchy rain possible,2015,4,6,0,0,1,0,0
2,5,0.0,92,9,Clear,2015,4,6,0,0,1,0,0
3,5,0.0,92,8,Clear,2015,4,6,0,0,1,0,0
4,5,0.0,91,8,Clear,2015,4,6,0,0,1,0,0
5,5,0.0,90,9,Partly cloudy,2015,4,6,0,0,1,1,0
6,6,0.0,89,9,Partly cloudy,2015,4,6,0,0,1,1,2
7,7,0.0,85,11,Partly cloudy,2015,4,6,0,0,1,4,5
8,8,0.0,81,13,Sunny,2015,4,6,0,0,1,10,11
9,9,0.0,77,15,Sunny,2015,4,6,0,0,1,16,14
10,10,0.0,74,12,Sunny,2015,4,6,0,0,1,10,11
11,11,0.0,70,10,Sunny,2015,4,6,0,0,1,4,4
12,13,0.0,67,7,Sunny,2015,4,6,0,0,1,6,7
13,13,0.0,66,9,Sunny,2015,4,6,0,0,1,9,10
14,14,0.0,65,12,Sunny,2015,4,6,0,0,1,10,14
15,15,0.0,64,14,Sunny,2015,4,6,0,0,1,9,12
16,13,0.0,69,12,Sunny,2015,4,6,0,0,1,25,12
17,12,0.0,75,11,Sunny,2015,4,6,0,0,1,23,35
18,11,0.0,81,9,Clear,2015,4,6,0,0,1,24,27
19,11,0.0,80,13,Clear,2015,4,6,0,0,1,24,22
20,10,0.0,80,17,Clear,2015,4,6,0,0,1,12,10
21,10,0.0,80,21,Clear,2015,4,6,0,0,1,7,4
22,10,0.0,82,16,Clear,2015,4,6,0,0,1,7,7
23,10,0.0,85,11,Partly cloudy,2015,4,6,0,0,1,4,4
0,10,0.1,88,5,Partly cloudy,2015,4,7,1,1,0,0,0
1,10,0.0,89,6,Partly cloudy,2015,4,7,1,1,0,0,0
2,10,0.0,90,7,Partly cloudy,2015,4,7,1,1,0,0,0
3,10,0.0,91,7,Partly cloudy,2015,4,7,1,1,0,0,0
4,10,0.0,92,6,Partly cloudy,2015,4,7,1,1,0,0,0
5,11,0.0,92,5,Cloudy,2015,4,7,1,1,0,3,0
6,11,0.0,93,4,Cloudy,2015,4,7,1,1,0,8,5
7,11,0.0,92,6,Cloudy,2015,4,7,1,1,0,8,6
8,11,0.0,90,9,Overcast,2015,4,7,1,1,0,8,10
9,11,0.0,89,11,Overcast,2015,4,7,1,1,0,5,10
10,10,0.0,88,12,Overcast,2015,4,7,1,1,0,8,3
11,10,0.0,87,13,Overcast,2015,4,7,1,1,0,8,5
12,10,0.0,86,14,Overcast,2015,4,7,1,1,0,7,7
13,9,0.0,86,17,Overcast,2015,4,7,1,1,0,1,3
14,9,0.1,86,20,Light drizzle,2015,4,7,1,1,0,6,4
15,8,0.1,86,22,Light drizzle,2015,4,7,1,1,0,4,0
16,8,0.0,88,20,Light drizzle,2015,4,7,1,1,0,1,6
17,7,0.0,89,18,Overcast,2015,4,7,1,1,0,6,8
18,7,0.0,90,15,Overcast,2015,4,7,1,1,0,8,6
19,6,0.0,90,16,Overcast,2015,4,7,1,1,0,3,3
20,6,0.1,91,17,Light drizzle,2015,4,7,1,1,0,1,0
21,6,0.2,91,17,Light drizzle,2015,4,7,1,1,0,1,3
22,6,0.1,91,17,Light drizzle,2015,4,7,1,1,0,0,2
23,5,0.0,91,17,Overcast,2015,4,7,1,1,0,0,1
0,5,0.0,91,17,Overcast,2015,4,8,2,0,1,0,0
1,5,0.0,91,19,Overcast,2015,4,8,2,0,1,0,0
2,5,0.0,90,21,Overcast,2015,4,8,2,0,1,0,0
3,5,0.0,90,23,Overcast,2015,4,8,2,0,1,0,0
4,5,0.0,88,21,Overcast,2015,4,8,2,0,1,0,0
5,4,0.0,87,20,Overcast,2015,4,8,2,0,1,1,1
6,4,0.0,86,18,Overcast,2015,4,8,2,0,1,6,2
7,5,0.0,82,21,Overcast,2015,4,8,2,0,1,10,2
8,6,0.0,77,25,Overcast,2015,4,8,2,0,1,12,6
9,6,0.0,73,28,Overcast,2015,4,8,2,0,1,3,3
10,6,0.0,74,24,Overcast,2015,4,8,2,0,1,3,5
11,6,0.1,75,20,Light drizzle,2015,4,8,2,0,1,2,2
12,6,0.1,76,15,Light drizzle,2015,4,8,2,0,1,2,0
13,5,0.0,77,20,Light drizzle,2015,4,8,2,0,1,1,4
14,5,0.1,78,24,Light drizzle,2015,4,8,2,0,1,2,2
15,5,0.2,79,28,Light drizzle,2015,4,8,2,0,1,3,5
16,5,0.1,81,23,Light drizzle,2015,4,8,2,0,1,7,3
17,5,0.2,82,19,Light drizzle,2015,4,8,2,0,1,9,13
18,4,0.3,84,15,Light drizzle,2015,4,8,2,0,1,6,9
19,4,0.2,85,17,Light drizzle,2015,4,8,2,0,1,4,5
20,4,0.1,86,20,Light drizzle,2015,4,8,2,0,1,4,6
21,4,0.1,87,23,Light drizzle,2015,4,8,2,0,1,0,2
22,4,0.0,88,21,Light drizzle,2015,4,8,2,0,1,0,0
23,3,0.1,89,19,Light drizzle,2015,4,8,2,0,1,0,0
0,3,0.3,91,17,Light drizzle,2015,4,9,3,0,1,0,0
1,3,0.1,91,18,Light drizzle,2015,4,9,3,0,1,0,0
2,3,0.2,91,20,Light drizzle,2015,4,9,3,0,1,0,0
3,3,0.3,91,21,Light drizzle,2015,4,9,3,0,1,0,0
4,3,0.1,90,20,Light drizzle,2015,4,9,3,0,1,0,0
5,3,0.2,90,18,Light drizzle,2015,4,9,3,0,1,1,0
6,3,0.3,89,17,Light drizzle,2015,4,9,3,0,1,4,3
7,3,0.2,87,17,Light drizzle,2015,4,9,3,0,1,8,7
8,4,0.0,84,18,Overcast,2015,4,9,3,0,1,13,7
9,5,0.0,82,19,Overcast,2015,4,9,3,0,1,6,4
10,5,0.0,81,18,Overcast,2015,4,9,3,0,1,1,4
11,5,0.0,81,16,Overcast,2015,4,9,3,0,1,5,7
12,6,0.0,80,14,Overcast,2015,4,9,3,0,1,2,3
13,5,0.0,80,15,Overcast,2015,4,9,3,0,1,2,1
14,5,0.0,79,15,Overcast,2015,4,9,3,0,1,3,10
15,5,0.0,79,15,Overcast,2015,4,9,3,0,1,2,1
16,5,0.0,81,13,Overcast,2015,4,9,3,0,1,4,4
17,5,0.0,84,12,Overcast,2015,4,9,3,0,1,2,13
18,4,0.0,87,10,Overcast,2015,4,9,3,0,1,8,8
19,4,0.0,87,13,Overcast,2015,4,9,3,0,1,10,4
20,4,0.0,88,16,Overcast,2015,4,9,3,0,1,6,6
21,4,0.0,89,19,Overcast,2015,4,9,3,0,1,0,2
22,4,0.0,90,19,Overcast,2015,4,9,3,0,1,1,0
23,4,0.1,91,18,Light drizzle,2015,4,9,3,0,1,2,1
0,4,0.2,93,18,Light drizzle,2015,4,10,4,0,1,0,0
1,4,0.1,93,15,Light drizzle,2015,4,10,4,0,1,0,2
2,4,0.3,94,12,Light rain,2015,4,10,4,0,1,0,0
3,4,0.4,94,10,Light rain,2015,4,10,4,0,1,0,0
4,4,0.2,95,9,Light rain,2015,4,10,4,0,1,0,0
5,5,0.3,95,8,Light rain,2015,4,10,4,0,1,1,0
6,5,0.4,95,6,Light rain,2015,4,10,4,0,1,3,1
7,6,0.2,94,8,Light rain,2015,4,10,4,0,1,5,3
8,7,0.0,92,9,Overcast,2015,4,10,4,0,1,8,7
9,8,0.0,90,10,Overcast,2015,4,10,4,0,1,5,3
10,10,0.0,88,10,Overcast,2015,4,10,4,0,1,1,4
11,11,0.1,86,9,Light rain shower,2015,4,10,4,0,1,0,4
12,13,0.1,84,9,Light rain shower,2015,4,10,4,0,1,8,5
13,13,0.0,85,13,Light rain shower,2015,4,10,4,0,1,5,3
14,13,0.0,87,17,Overcast,2015,4,10,4,0,1,2,7
15,13,0.0,88,21,Overcast,2015,4,10,4,0,1,7,5
16,12,0.0,90,17,Overcast,2015,4,10,4,0,1,11,13
17,12,0.2,93,14,Light rain shower,2015,4,10,4,0,1,13,18
18,11,0.3,95,10,Light rain shower,2015,4,10,4,0,1,6,6
19,11,0.2,95,14,Light rain shower,2015,4,10,4,0,1,6,6
20,10,0.0,94,18,Clear,2015,4,10,4,0,1,1,3
21,10,0.0,94,22,Clear,2015,4,10,4,0,1,4,3
22,9,0.0,91,20,Clear,2015,4,10,4,0,1,2,3
23,9,0.0,87,17,Partly cloudy,2015,4,10,4,0,1,1,0
0,8,0.0,84,15,Partly cloudy,2015,4,11,5,0,0,0,1
1,8,0.0,84,15,Partly cloudy,2015,4,11,5,0,0,1,0
2,8,0.0,83,15,Clear,2015,4,11,5,0,0,0,0
3,8,0.0,83,15,Clear,2015,4,11,5,0,0,0,0
4,8,0.0,82,17,Clear,2015,4,11,5,0,0,0,0
5,8,0.0,82,18,Clear,2015,4,11,5,0,0,0,0
6,9,0.0,82,19,Sunny,2015,4,11,5,0,0,0,1
7,9,0.0,74,23,Sunny,2015,4,11,5,0,0,1,0
8,10,0.0,67,27,Sunny,2015,4,11,5,0,0,3,1
9,10,0.0,60,31,Sunny,2015,4,11,5,0,0,2,9
10,11,0.0,58,29,Sunny,2015,4,11,5,0,0,6,10
11,11,0.0,56,27,Sunny,2015,4,11,5,0,0,13,10
12,11,0.0,54,24,Sunny,2015,4,11,5,0,0,28,20
13,11,0.0,55,25,Sunny,2015,4,11,5,0,0,23,17
14,11,0.0,55,25,Sunny,2015,4,11,5,0,0,27,27
15,11,0.0,56,26,Sunny,2015,4,11,5,0,0,35,22
16,10,0.0,60,22,Sunny,2015,4,11,5,0,0,24,29
17,9,0.0,64,18,Sunny,2015,4,11,5,0,0,19,15
18,8,0.0,69,14,Clear,2015,4,11,5,0,0,24,29
19,7,0.0,70,15,Clear,2015,4,11,5,0,0,6,9
20,7,0.0,71,15,Clear,2015,4,11,5,0,0,0,2
21,6,0.0,72,16,Clear,2015,4,11,5,0,0,4,2
22,6,0.0,74,14,Clear,2015,4,11,5,0,0,2,3
23,6,0.0,75,12,Clear,2015,4,11,5,0,0,0,1
0,6,0.0,76,10,Clear,2015,4,12,6,0,0,1,1
1,6,0.0,77,11,Clear,2015,4,12,6,0,0,0,0
2,6,0.0,78,12,Clear,2015,4,12,6,0,0,0,0
3,6,0.0,79,13,Clear,2015,4,12,6,0,0,0,0
4,6,0.0,76,10,Clear,2015,4,12,6,0,0,0,0
5,7,0.0,74,8,Clear,2015,4,12,6,0,0,0,0
6,8,0.0,71,6,Sunny,2015,4,12,6,0,0,0,1
7,10,0.0,65,5,Sunny,2015,4,12,6,0,0,0,1
8,12,0.0,59,4,Sunny,2015,4,12,6,0,0,5,5
9,14,0.0,53,3,Sunny,2015,4,12,6,0,0,8,7
10,15,0.0,51,5,Sunny,2015,4,12,6,0,0,16,14
11,16,0.0,49,6,Sunny,2015,4,12,6,0,0,20,26
12,16,0.0,46,8,Sunny,2015,4,12,6,0,0,15,16
13,16,0.0,48,11,Sunny,2015,4,12,6,0,0,35,21
14,15,0.0,49,15,Sunny,2015,4,12,6,0,0,41,30
15,14,0.0,51,18,Sunny,2015,4,12,6,0,0,39,41
16,13,0.0,56,17,Sunny,2015,4,12,6,0,0,29,29
17,12,0.0,61,17,Partly cloudy,2015,4,12,6,0,0,15,17
18,10,0.0,67,16,Partly cloudy,2015,4,12,6,0,0,23,24
19,10,0.0,69,15,Partly cloudy,2015,4,12,6,0,0,19,17
20,9,0.0,71,15,Partly cloudy,2015,4,12,6,0,0,2,7
21,9,0.0,73,14,Partly cloudy,2015,4,12,6,0,0,5,3
22,8,0.0,76,13,Partly cloudy,2015,4,12,6,0,0,1,0
23,8,0.0,78,13,Partly cloudy,2015,4,12,6,0,0,0,0
0,8,0.0,80,12,Partly cloudy,2015,4,13,0,0,1,0,0
1,7,0.0,80,13,Partly cloudy,2015,4,13,0,0,1,0,0
2,7,0.1,80,15,Patchy rain possible,2015,4,13,0,0,1,0,0
3,7,0.1,80,16,Patchy rain possible,2015,4,13,0,0,1,0,0
4,7,0.0,78,15,Patchy rain possible,2015,4,13,0,0,1,0,0
5,8,0.0,77,13,Partly cloudy,2015,4,13,0,0,1,1,0
6,8,0.0,76,12,Partly cloudy,2015,4,13,0,0,1,14,4
7,9,0.0,72,13,Partly cloudy,2015,4,13,0,0,1,7,5
8,10,0.0,69,13,Patchy rain possible,2015,4,13,0,0,1,16,15
9,11,0.1,66,14,Patchy rain possible,2015,4,13,0,0,1,8,8
10,12,0.0,64,13,Patchy rain possible,2015,4,13,0,0,1,3,3
11,13,0.0,61,12,Partly cloudy,2015,4,13,0,0,1,9,6
12,14,0.0,59,11,Partly cloudy,2015,4,13,0,0,1,5,5
13,14,0.0,59,12,Partly cloudy,2015,4,13,0,0,1,6,12
14,14,0.0,60,13,Patchy rain possible,2015,4,13,0,0,1,13,9
15,14,0.0,60,13,Patchy rain possible,2015,4,13,0,0,1,7,9
16,13,0.0,65,13,Patchy rain possible,2015,4,13,0,0,1,19,15
17,12,0.0,70,12,Partly cloudy,2015,4,13,0,0,1,22,39
18,11,0.0,75,12,Partly cloudy,2015,4,13,0,0,1,30,38
19,10,0.0,76,12,Partly cloudy,2015,4,13,0,0,1,27,22
20,10,0.0,77,13,Patchy rain possible,2015,4,13,0,0,1,7,10
21,9,0.0,78,13,Patchy rain possible,2015,4,13,0,0,1,7,12
22,9,0.0,79,12,Patchy rain possible,2015,4,13,0,0,1,6,3
23,9,0.0,80,11,Partly cloudy,2015,4,13,0,0,1,0,1
0,8,0.0,81,10,Partly cloudy,2015,4,14,1,0,1,1,0
1,8,0.0,81,10,Partly cloudy,2015,4,14,1,0,1,0,0
2,8,0.0,81,11,Patchy rain possible,2015,4,14,1,0,1,0,0
3,8,0.0,82,11,Patchy rain possible,2015,4,14,1,0,1,0,0
4,8,0.0,81,10,Patchy rain possible,2015,4,14,1,0,1,0,0
5,9,0.0,80,9,Partly cloudy,2015,4,14,1,0,1,3,0
6,10,0.0,79,8,Partly cloudy,2015,4,14,1,0,1,13,4
7,11,0.0,73,9,Partly cloudy,2015,4,14,1,0,1,6,2
8,12,0.0,68,10,Patchy rain possible,2015,4,14,1,0,1,5,5
9,13,0.0,63,11,Patchy rain possible,2015,4,14,1,0,1,5,6
10,13,0.0,60,11,Patchy rain possible,2015,4,14,1,0,1,3,7
11,14,0.0,58,12,Partly cloudy,2015,4,14,1,0,1,4,3
12,15,0.0,55,12,Partly cloudy,2015,4,14,1,0,1,8,3
13,15,0.0,56,13,Partly cloudy,2015,4,14,1,0,1,3,2
14,15,0.1,57,14,Patchy rain possible,2015,4,14,1,0,1,3,7
15,15,0.1,59,15,Patchy rain possible,2015,4,14,1,0,1,2,8
16,13,0.0,64,14,Patchy rain possible,2015,4,14,1,0,1,8,14
17,12,0.0,70,13,Partly cloudy,2015,4,14,1,0,1,13,21
18,10,0.0,75,13,Partly cloudy,2015,4,14,1,0,1,22,23
19,10,0.0,76,14,Partly cloudy,2015,4,14,1,0,1,8,7
20,10,0.1,77,15,Patchy rain possible,2015,4,14,1,0,1,9,9
21,9,0.2,78,16,Patchy rain possible,2015,4,14,1,0,1,7,6
22,9,0.1,79,16,Patchy rain possible,2015,4,14,1,0,1,6,1
23,9,0.0,80,15,Partly cloudy,2015,4,14,1,0,1,2,2
0,9,0.0,81,15,Partly cloudy,2015,4,15,2,0,1,0,1
1,8,0.0,81,15,Partly cloudy,2015,4,15,2,0,1,0,0
2,8,0.2,81,15,Patchy rain possible,2015,4,15,2,0,1,0,0
3,8,0.2,81,15,Patchy rain possible,2015,4,15,2,0,1,0,0
4,8,0.1,80,15,Patchy rain possible,2015,4,15,2,0,1,0,0
5,9,0.0,79,14,Patchy rain possible,2015,4,15,2,0,1,3,0
6,9,0.1,78,13,Patchy rain possible,2015,4,15,2,0,1,12,5
7,10,0.0,74,15,Patchy rain possible,2015,4,15,2,0,1,12,5
8,10,0.1,70,17,Patchy rain possible,2015,4,15,2,0,1,14,11
9,11,0.2,66,19,Patchy rain possible,2015,4,15,2,0,1,4,5
10,12,0.1,65,18,Patchy rain possible,2015,4,15,2,0,1,4,3
11,12,0.0,63,17,Cloudy,2015,4,15,2,0,1,2,3
12,13,0.0,62,16,Cloudy,2015,4,15,2,0,1,9,6
13,13,0.0,63,16,Cloudy,2015,4,15,2,0,1,5,10
14,13,0.3,64,17,Moderate rain at times,2015,4,15,2,0,1,12,11
15,13,0.4,65,17,Moderate rain at times,2015,4,15,2,0,1,10,8
16,12,0.2,70,15,Moderate rain at times,2015,4,15,2,0,1,11,14
17,10,0.0,75,14,Partly cloudy,2015,4,15,2,0,1,25,33
18,8,0.0,81,12,Partly cloudy,2015,4,15,2,0,1,28,27
19,9,0.0,74,14,Partly cloudy,2015,4,15,2,0,1,16,16
20,10,0.0,68,15,Partly cloudy,2015,4,15,2,0,1,14,13
21,11,0.0,62,16,Partly cloudy,2015,4,15,2,0,1,11,11
22,10,0.0,62,15,Partly cloudy,2015,4,15,2,0,1,1,3
23,10,0.0,62,13,Partly cloudy,2015,4,15,2,0,1,2,0
0,9,0.0,63,12,Partly cloudy,2015,4,16,3,0,1,1,0
1,9,0.0,65,12,Partly cloudy,2015,4,16,3,0,1,0,0
2,8,0.0,68,13,Cloudy,2015,4,16,3,0,1,0,0
3,8,0.0,71,13,Cloudy,2015,4,16,3,0,1,0,0
4,8,0.0,69,12,Cloudy,2015,4,16,3,0,1,2,0
5,8,0.0,67,12,Overcast,2015,4,16,3,0,1,2,0
6,9,0.0,65,12,Overcast,2015,4,16,3,0,1,11,3
7,9,0.0,65,12,Overcast,2015,4,16,3,0,1,16,9
8,9,0.0,66,12,Overcast,2015,4,16,3,0,1,13,14
9,9,0.0,66,12,Overcast,2015,4,16,3,0,1,6,8
10,9,0.0,67,12,Overcast,2015,4,16,3,0,1,6,5
11,9,0.0,68,12,Overcast,2015,4,16,3,0,1,7,6
12,9,0.0,68,12,Overcast,2015,4,16,3,0,1,11,6
13,9,0.0,70,12,Overcast,2015,4,16,3,0,1,8,8
14,9,0.0,71,13,Overcast,2015,4,16,3,0,1,10,15
15,10,0.0,72,13,Overcast,2015,4,16,3,0,1,11,13
16,10,0.0,74,13,Overcast,2015,4,16,3,0,1,8,19
17,10,0.0,76,14,Partly cloudy,2015,4,16,3,0,1,16,16
18,10,0.0,78,14,Partly cloudy,2015,4,16,3,0,1,28,24
19,10,0.0,78,17,Partly cloudy,2015,4,16,3,0,1,16,17
20,11,0.0,78,19,Cloudy,2015,4,16,3,0,1,11,12
21,11,0.0,77,22,Cloudy,2015,4,16,3,0,1,3,5
22,11,0.0,79,18,Cloudy,2015,4,16,3,0,1,4,0
23,11,0.1,80,14,Light drizzle,2015,4,16,3,0,1,3,4
0,11,0.1,82,11,Light drizzle,2015,4,17,4,0,1,1,0
1,11,0.1,85,12,Light drizzle,2015,4,17,4,0,1,0,0
2,10,1.3,88,13,Moderate rain,2015,4,17,4,0,1,0,0
3,10,1.7,92,14,Moderate rain,2015,4,17,4,0,1,0,0
4,11,0.9,92,15,Moderate rain,2015,4,17,4,0,1,0,0
5,11,1.3,91,16,Moderate rain,2015,4,17,4,0,1,0,0
6,12,1.8,91,17,Moderate rain,2015,4,17,4,0,1,4,2
7,12,0.9,90,18,Moderate rain,2015,4,17,4,0,1,9,5
8,13,0.2,89,20,Light rain shower,2015,4,17,4,0,1,17,10
9,13,0.3,89,22,Light rain shower,2015,4,17,4,0,1,9,8
10,14,0.2,84,19,Light rain shower,2015,4,17,4,0,1,3,4
11,16,0.4,80,16,Light rain shower,2015,4,17,4,0,1,7,6
12,17,0.6,76,14,Light rain shower,2015,4,17,4,0,1,5,6
13,17,0.3,75,14,Light rain shower,2015,4,17,4,0,1,9,8
14,18,0.2,74,13,Light rain shower,2015,4,17,4,0,1,9,9
15,18,0.2,74,13,Light rain shower,2015,4,17,4,0,1,11,10
16,17,0.1,78,11,Light rain shower,2015,4,17,4,0,1,11,11
17,16,0.5,83,9,Light rain shower,2015,4,17,4,0,1,24,31
18,15,0.7,87,8,Light rain shower,2015,4,17,4,0,1,23,26
19,15,0.3,87,9,Light rain shower,2015,4,17,4,0,1,22,26
20,14,0.1,86,10,Patchy rain possible,2015,4,17,4,0,1,10,9
21,14,0.1,86,12,Patchy rain possible,2015,4,17,4,0,1,11,5
22,14,0.1,85,11,Patchy rain possible,2015,4,17,4,0,1,1,1
23,13,0.1,85,10,Clear,2015,4,17,4,0,1,3,7
0,13,0.2,85,9,Clear,2015,4,18,5,0,0,1,1
1,12,0.1,82,10,Clear,2015,4,18,5,0,0,2,1
2,12,0.0,80,10,Clear,2015,4,18,5,0,0,0,0
3,12,0.0,77,11,Clear,2015,4,18,5,0,0,0,0
4,13,0.0,75,10,Clear,2015,4,18,5,0,0,0,1
5,13,0.0,73,9,Clear,2015,4,18,5,0,0,0,0
6,14,0.0,71,8,Sunny,2015,4,18,5,0,0,0,2
7,15,0.0,67,8,Sunny,2015,4,18,5,0,0,6,2
8,15,0.0,63,8,Sunny,2015,4,18,5,0,0,9,9
9,16,0.0,59,8,Sunny,2015,4,18,5,0,0,11,15
10,17,0.0,55,8,Sunny,2015,4,18,5,0,0,14,13
11,19,0.0,51,8,Sunny,2015,4,18,5,0,0,41,37
12,20,0.0,47,8,Sunny,2015,4,18,5,0,0,47,45
13,20,0.0,50,10,Sunny,2015,4,18,5,0,0,56,48
14,20,0.0,52,12,Sunny,2015,4,18,5,0,0,48,48
15,20,0.0,54,14,Sunny,2015,4,18,5,0,0,45,42
16,19,0.0,57,13,Sunny,2015,4,18,5,0,0,49,44
17,18,0.0,60,11,Sunny,2015,4,18,5,0,0,46,43
18,17,0.0,63,9,Clear,2015,4,18,5,0,0,21,21
19,15,0.0,60,15,Clear,2015,4,18,5,0,0,26,31
20,14,0.0,57,20,Clear,2015,4,18,5,0,0,13,17
21,13,0.0,54,26,Clear,2015,4,18,5,0,0,0,0
22,12,0.0,56,23,Clear,2015,4,18,5,0,0,0,0
23,11,0.0,59,20,Clear,2015,4,18,5,0,0,0,0
0,11,0.0,61,17,Clear,2015,4,19,6,0,0,0,0
1,10,0.0,63,17,Clear,2015,4,19,6,0,0,0,0
2,10,0.0,65,16,Clear,2015,4,19,6,0,0,0,0
3,10,0.0,67,16,Clear,2015,4,19,6,0,0,0,0
4,10,0.0,68,16,Clear,2015,4,19,6,0,0,0,0
5,10,0.0,69,16,Clear,2015,4,19,6,0,0,0,0
6,10,0.0,71,16,Sunny,2015,4,19,6,0,0,0,0
7,10,0.0,68,16,Sunny,2015,4,19,6,0,0,0,0
8,11,0.0,65,17,Sunny,2015,4,19,6,0,0,0,0
9,11,0.0,62,17,Sunny,2015,4,19,6,0,0,0,0
10,12,0.0,59,17,Sunny,2015,4,19,6,0,0,1,1
11,12,0.0,56,18,Partly cloudy,2015,4,19,6,0,0,29,28
12,13,0.0,53,18,Partly cloudy,2015,4,19,6,0,0,18,20
13,12,0.0,56,19,Partly cloudy,2015,4,19,6,0,0,12,12
14,12,0.0,59,21,Cloudy,2015,4,19,6,0,0,15,20
15,11,0.0,63,22,Cloudy,2015,4,19,6,0,0,24,25
16,10,0.0,65,22,Cloudy,2015,4,19,6,0,0,30,30
17,9,0.0,67,21,Partly cloudy,2015,4,19,6,0,0,26,32
18,8,0.0,69,20,Partly cloudy,2015,4,19,6,0,0,25,21
19,8,0.0,70,20,Partly cloudy,2015,4,19,6,0,0,16,11
20,8,0.0,72,20,Cloudy,2015,4,19,6,0,0,4,3
21,8,0.0,73,20,Cloudy,2015,4,19,6,0,0,4,1
22,8,0.0,76,22,Cloudy,2015,4,19,6,0,0,1,1
23,8,0.0,79,23,Overcast,2015,4,19,6,0,0,0,1
0,8,0.0,82,25,Overcast,2015,4,20,0,0,1,0,0
1,8,0.0,83,28,Overcast,2015,4,20,0,0,1,0,0
2,8,0.1,84,31,Light drizzle,2015,4,20,0,0,1,0,0
3,8,0.2,85,34,Light drizzle,2015,4,20,0,0,1,0,0
4,9,0.1,87,35,Light drizzle,2015,4,20,0,0,1,0,0
5,9,1.7,90,37,Moderate rain,2015,4,20,0,0,1,0,0
6,10,2.2,92,38,Moderate rain,2015,4,20,0,0,1,4,2
7,11,1.1,93,37,Moderate rain,2015,4,20,0,0,1,4,3
8,11,5.0,94,37,Heavy rain,2015,4,20,0,0,1,1,1
9,12,6.7,96,36,Heavy rain,2015,4,20,0,0,1,0,0
10,13,3.3,97,29,Heavy rain,2015,4,20,0,0,1,0,0
11,13,6.1,97,21,Heavy rain,2015,4,20,0,0,1,0,0
12,14,8.1,98,14,Heavy rain,2015,4,20,0,0,1,0,0
13,14,4.0,97,14,Heavy rain,2015,4,20,0,0,1,0,0
14,14,0.0,96,13,Cloudy,2015,4,20,0,0,1,3,3
15,15,0.0,95,13,Cloudy,2015,4,20,0,0,1,0,5
16,14,0.0,95,11,Cloudy,2015,4,20,0,0,1,7,4
17,14,0.2,96,10,Light drizzle,2015,4,20,0,0,1,7,12
18,14,0.2,97,8,Light drizzle,2015,4,20,0,0,1,15,15
19,13,0.1,97,9,Light drizzle,2015,4,20,0,0,1,11,9
20,12,1.0,97,11,Moderate or heavy rain shower,2015,4,20,0,0,1,11,10
21,11,1.3,97,12,Moderate or heavy rain shower,2015,4,20,0,0,1,3,3
22,11,0.6,98,10,Moderate or heavy rain shower,2015,4,20,0,0,1,1,4
